----------------
; Command Info ;
----------------
Report Timing: Found 10 setup paths (0 violated).  Worst case slack is 1.583 

Tcl Command:
    report_timing -setup -show_routing -file ahaabaa -panel_name {Setup: pll_4|altpll_component|auto_generated|pll1|clk[0]} -to_clock [get_clocks { pll_4|altpll_component|auto_generated|pll1|clk[0] }] -npaths 10 -detail path_only

Options:
    -to_clock [get_clocks { pll_4|altpll_component|auto_generated|pll1|clk[0] }] 
    -setup 
    -npaths 10 
    -show_routing 
    -detail path_only 
    -panel_name {Setup: pll_4|altpll_component|auto_generated|pll1|clk[0]} 
    -file {ahaabaa} 

Delay Model:
    Slow 1200mV 85C Model

+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Summary of Paths                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
+-------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------------------+---------------------------------------------------+---------------------------------------------------+--------------+------------+------------+
; Slack ; From Node                                                                                                                                                            ; To Node                                                                                                                            ; Launch Clock                                      ; Latch Clock                                       ; Relationship ; Clock Skew ; Data Delay ;
+-------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------------------+---------------------------------------------------+---------------------------------------------------+--------------+------------+------------+
; 1.583 ; FIR:fir_inst|FIR_0002:fir_inst|FIR_0002_ast:FIR_0002_ast_inst|FIR_0002_rtl:hpfircore|lpm_mult:u0_m0_wo0_mtree_mult1_8_im3_component|mult_jau:auto_generated|dffe14   ; FIR:fir_inst|FIR_0002:fir_inst|FIR_0002_ast:FIR_0002_ast_inst|FIR_0002_rtl:hpfircore|u0_m0_wo0_mtree_mult1_8_result_add_0_0_o[51]  ; pll_4|altpll_component|auto_generated|pll1|clk[0] ; pll_4|altpll_component|auto_generated|pll1|clk[0] ; 10.000       ; -0.080     ; 8.335      ;
; 1.602 ; FIR:fir_inst|FIR_0002:fir_inst|FIR_0002_ast:FIR_0002_ast_inst|FIR_0002_rtl:hpfircore|lpm_mult:u0_m0_wo0_mtree_mult1_8_im3_component|mult_jau:auto_generated|dffe14   ; FIR:fir_inst|FIR_0002:fir_inst|FIR_0002_ast:FIR_0002_ast_inst|FIR_0002_rtl:hpfircore|u0_m0_wo0_mtree_mult1_8_result_add_0_0_o[52]  ; pll_4|altpll_component|auto_generated|pll1|clk[0] ; pll_4|altpll_component|auto_generated|pll1|clk[0] ; 10.000       ; -0.080     ; 8.316      ;
; 1.603 ; FIR:fir_inst|FIR_0002:fir_inst|FIR_0002_ast:FIR_0002_ast_inst|FIR_0002_rtl:hpfircore|lpm_mult:u0_m0_wo0_mtree_mult1_10_im3_component|mult_jau:auto_generated|dffe275 ; FIR:fir_inst|FIR_0002:fir_inst|FIR_0002_ast:FIR_0002_ast_inst|FIR_0002_rtl:hpfircore|u0_m0_wo0_mtree_mult1_37_result_add_0_0_o[52] ; pll_4|altpll_component|auto_generated|pll1|clk[0] ; pll_4|altpll_component|auto_generated|pll1|clk[0] ; 10.000       ; -0.080     ; 8.315      ;
; 1.606 ; FIR:fir_inst|FIR_0002:fir_inst|FIR_0002_ast:FIR_0002_ast_inst|FIR_0002_rtl:hpfircore|lpm_mult:u0_m0_wo0_mtree_mult1_8_im3_component|mult_jau:auto_generated|dffe14   ; FIR:fir_inst|FIR_0002:fir_inst|FIR_0002_ast:FIR_0002_ast_inst|FIR_0002_rtl:hpfircore|u0_m0_wo0_mtree_mult1_8_result_add_0_0_o[52]  ; pll_4|altpll_component|auto_generated|pll1|clk[0] ; pll_4|altpll_component|auto_generated|pll1|clk[0] ; 10.000       ; -0.080     ; 8.312      ;
; 1.611 ; FIR:fir_inst|FIR_0002:fir_inst|FIR_0002_ast:FIR_0002_ast_inst|FIR_0002_rtl:hpfircore|lpm_mult:u0_m0_wo0_mtree_mult1_10_im3_component|mult_jau:auto_generated|dffe275 ; FIR:fir_inst|FIR_0002:fir_inst|FIR_0002_ast:FIR_0002_ast_inst|FIR_0002_rtl:hpfircore|u1_m0_wo0_mtree_mult1_11_result_add_0_0_o[53] ; pll_4|altpll_component|auto_generated|pll1|clk[0] ; pll_4|altpll_component|auto_generated|pll1|clk[0] ; 10.000       ; -0.109     ; 8.278      ;
; 1.622 ; FIR:fir_inst|FIR_0002:fir_inst|FIR_0002_ast:FIR_0002_ast_inst|FIR_0002_rtl:hpfircore|lpm_mult:u0_m0_wo0_mtree_mult1_10_im3_component|mult_jau:auto_generated|dffe275 ; FIR:fir_inst|FIR_0002:fir_inst|FIR_0002_ast:FIR_0002_ast_inst|FIR_0002_rtl:hpfircore|u0_m0_wo0_mtree_mult1_35_result_add_1_0_o[54] ; pll_4|altpll_component|auto_generated|pll1|clk[0] ; pll_4|altpll_component|auto_generated|pll1|clk[0] ; 10.000       ; -0.141     ; 8.235      ;
; 1.625 ; FIR:fir_inst|FIR_0002:fir_inst|FIR_0002_ast:FIR_0002_ast_inst|FIR_0002_rtl:hpfircore|lpm_mult:u0_m0_wo0_mtree_mult1_10_im3_component|mult_jau:auto_generated|dffe275 ; FIR:fir_inst|FIR_0002:fir_inst|FIR_0002_ast:FIR_0002_ast_inst|FIR_0002_rtl:hpfircore|u0_m0_wo0_mtree_mult1_35_result_add_1_0_o[54] ; pll_4|altpll_component|auto_generated|pll1|clk[0] ; pll_4|altpll_component|auto_generated|pll1|clk[0] ; 10.000       ; -0.141     ; 8.232      ;
; 1.627 ; FIR:fir_inst|FIR_0002:fir_inst|FIR_0002_ast:FIR_0002_ast_inst|FIR_0002_rtl:hpfircore|lpm_mult:u1_m0_wo0_mtree_mult1_27_im3_component|mult_jau:auto_generated|dffe22  ; FIR:fir_inst|FIR_0002:fir_inst|FIR_0002_ast:FIR_0002_ast_inst|FIR_0002_rtl:hpfircore|u1_m0_wo0_mtree_mult1_27_result_add_0_0_o[55] ; pll_4|altpll_component|auto_generated|pll1|clk[0] ; pll_4|altpll_component|auto_generated|pll1|clk[0] ; 10.000       ; -0.092     ; 8.279      ;
; 1.629 ; FIR:fir_inst|FIR_0002:fir_inst|FIR_0002_ast:FIR_0002_ast_inst|FIR_0002_rtl:hpfircore|lpm_mult:u0_m0_wo0_mtree_mult1_8_im3_component|mult_jau:auto_generated|dffe14   ; FIR:fir_inst|FIR_0002:fir_inst|FIR_0002_ast:FIR_0002_ast_inst|FIR_0002_rtl:hpfircore|u0_m0_wo0_mtree_mult1_8_result_add_0_0_o[52]  ; pll_4|altpll_component|auto_generated|pll1|clk[0] ; pll_4|altpll_component|auto_generated|pll1|clk[0] ; 10.000       ; -0.080     ; 8.289      ;
; 1.629 ; FIR:fir_inst|FIR_0002:fir_inst|FIR_0002_ast:FIR_0002_ast_inst|FIR_0002_rtl:hpfircore|lpm_mult:u1_m0_wo0_mtree_mult1_17_im3_component|mult_jau:auto_generated|dffe14  ; FIR:fir_inst|FIR_0002:fir_inst|FIR_0002_ast:FIR_0002_ast_inst|FIR_0002_rtl:hpfircore|u1_m0_wo0_mtree_mult1_17_result_add_0_0_o[50] ; pll_4|altpll_component|auto_generated|pll1|clk[0] ; pll_4|altpll_component|auto_generated|pll1|clk[0] ; 10.000       ; -0.079     ; 8.290      ;
+-------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------------------+---------------------------------------------------+---------------------------------------------------+--------------+------------+------------+

Path #1: Setup slack is 1.583 
===============================================================================
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Path Summary                                                                                                                                                                            ;
+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Property           ; Value                                                                                                                                                              ;
+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; From Node          ; FIR:fir_inst|FIR_0002:fir_inst|FIR_0002_ast:FIR_0002_ast_inst|FIR_0002_rtl:hpfircore|lpm_mult:u0_m0_wo0_mtree_mult1_8_im3_component|mult_jau:auto_generated|dffe14 ;
; To Node            ; FIR:fir_inst|FIR_0002:fir_inst|FIR_0002_ast:FIR_0002_ast_inst|FIR_0002_rtl:hpfircore|u0_m0_wo0_mtree_mult1_8_result_add_0_0_o[51]                                  ;
; Launch Clock       ; pll_4|altpll_component|auto_generated|pll1|clk[0]                                                                                                                  ;
; Latch Clock        ; pll_4|altpll_component|auto_generated|pll1|clk[0]                                                                                                                  ;
; Data Arrival Time  ; 8.685                                                                                                                                                              ;
; Data Required Time ; 10.268                                                                                                                                                             ;
; Slack              ; 1.583                                                                                                                                                              ;
+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------+

+-----------------------------------------------------------------------------------------+
; Statistics                                                                              ;
+---------------------------+--------+-------+-------------+------------+--------+--------+
; Property                  ; Value  ; Count ; Total Delay ; % of Total ; Min    ; Max    ;
;   7.974 ;   0.000 ;    ; RE   ; 2      ; LCCOMB_X23_Y59_N18                ; CUDA_LCELL_COMB                                                                                                                                                      ;
;   7.974 ;   0.000 ; RR ; IC   ; 1      ; LCCOMB_X23_Y59_N20                ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_result_add_1_0_o[54]~112|cin                                                                  ;
;   8.510 ;   0.536 ; RR ; CELL ; 1      ; LCCOMB_X23_Y59_N20                ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_result_add_1_0_o[54]~112|combout                                                              ;
;   8.510 ;   0.000 ;    ; RE   ; 1      ; LCCOMB_X23_Y59_N20                ; CUDA_LCELL_COMB                                                                                                                                                      ;
;   8.510 ;   0.000 ; RR ; IC   ; 1      ; FF_X23_Y59_N21                    ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_result_add_1_0_o[54]|d                                                                        ;
;   8.597 ;   0.087 ; RR ; CELL ; 1      ; FF_X23_Y59_N21                    ; FIR:fir_inst|FIR_0002:fir_inst|FIR_0002_ast:FIR_0002_ast_inst|FIR_0002_rtl:hpfircore|u0_m0_wo0_mtree_mult1_35_result_add_1_0_o[54]                                   ;
+---------+---------+----+------+--------+-----------------------------------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------+

+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Data Required Path                                                                                                                                                                             ;
+----------+----------+----+------+--------+----------------+------------------------------------------------------------------------------------------------------------------------------------+
; Total    ; Incr     ; RF ; Type ; Fanout ; Location       ; Element                                                                                                                            ;
+----------+----------+----+------+--------+----------------+------------------------------------------------------------------------------------------------------------------------------------+
; 10.000   ; 10.000   ;    ;      ;        ;                ; latch edge time                                                                                                                    ;
; 10.221   ; 0.221    ;    ;      ;        ;                ; clock path                                                                                                                         ;
;   9.840  ;   -0.160 ; R  ;      ;        ;                ; clock network delay                                                                                                                ;
;   10.221 ;   0.381  ;    ;      ;        ;                ; clock pessimism removed                                                                                                            ;
; 10.201   ; -0.020   ;    ;      ;        ;                ; clock uncertainty                                                                                                                  ;
; 10.219   ; 0.018    ;    ; uTsu ; 1      ; FF_X23_Y59_N21 ; FIR:fir_inst|FIR_0002:fir_inst|FIR_0002_ast:FIR_0002_ast_inst|FIR_0002_rtl:hpfircore|u0_m0_wo0_mtree_mult1_35_result_add_1_0_o[54] ;
+----------+----------+----+------+--------+----------------+------------------------------------------------------------------------------------------------------------------------------------+

----------------------------
; Extra Fitter Information ;
----------------------------
HTML report is unavailable in plain text report export.


Path #7: Setup slack is 1.625 
===============================================================================
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Path Summary                                                                                                                                                                              ;
+--------------------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Property           ; Value                                                                                                                                                                ;
+--------------------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; From Node          ; FIR:fir_inst|FIR_0002:fir_inst|FIR_0002_ast:FIR_0002_ast_inst|FIR_0002_rtl:hpfircore|lpm_mult:u0_m0_wo0_mtree_mult1_10_im3_component|mult_jau:auto_generated|dffe275 ;
; To Node            ; FIR:fir_inst|FIR_0002:fir_inst|FIR_0002_ast:FIR_0002_ast_inst|FIR_0002_rtl:hpfircore|u0_m0_wo0_mtree_mult1_35_result_add_1_0_o[54]                                   ;
; Launch Clock       ; pll_4|altpll_component|auto_generated|pll1|clk[0]                                                                                                                    ;
; Latch Clock        ; pll_4|altpll_component|auto_generated|pll1|clk[0]                                                                                                                    ;
; Data Arrival Time  ; 8.594                                                                                                                                                                ;
; Data Required Time ; 10.219                                                                                                                                                               ;
; Slack              ; 1.625                                                                                                                                                                ;
+--------------------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------+

+-----------------------------------------------------------------------------------------+
; Statistics                                                                              ;
+---------------------------+--------+-------+-------------+------------+--------+--------+
; Property                  ; Value  ; Count ; Total Delay ; % of Total ; Min    ; Max    ;
+---------------------------+--------+-------+-------------+------------+--------+--------+
; Setup Relationship        ; 10.000 ;       ;             ;            ;        ;        ;
; Clock Skew                ; -0.141 ;       ;             ;            ;        ;        ;
; Data Delay                ; 8.232  ;       ;             ;            ;        ;        ;
; Number of Logic Levels    ;        ; 39    ;             ;            ;        ;        ;
; Physical Delays           ;        ;       ;             ;            ;        ;        ;
;  Arrival Path             ;        ;       ;             ;            ;        ;        ;
;   Clock                   ;        ;       ;             ;            ;        ;        ;
;    Clock Network (Lumped) ;        ; 1     ; 0.362       ; 100        ; 0.362  ; 0.362  ;
;   Data                    ;        ;       ;             ;            ;        ;        ;
;    IC                     ;        ; 40    ; 0.000       ; 0          ; 0.000  ; 0.000  ;
;    Cell                   ;        ; 41    ; 4.291       ; 52         ; 0.000  ; 0.536  ;
;    uTco                   ;        ; 1     ; 0.232       ; 3          ; 0.232  ; 0.232  ;
;    Routing Element        ;        ; 51    ; 3.709       ; 45         ; 0.000  ; 0.503  ;
;  Required Path            ;        ;       ;             ;            ;        ;        ;
;   Clock                   ;        ;       ;             ;            ;        ;        ;
;    Clock Network (Lumped) ;        ; 1     ; -0.160      ;            ; -0.160 ; -0.160 ;
+---------------------------+--------+-------+-------------+------------+--------+--------+
Note: Negative delays are omitted from totals when calculating percentages

+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Data Arrival Path                                                                                                                                                                                                                                 ;
+---------+---------+----+------+--------+-----------------------------------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Total   ; Incr    ; RF ; Type ; Fanout ; Location                          ; Element                                                                                                                                                              ;
+---------+---------+----+------+--------+-----------------------------------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; 0.000   ; 0.000   ;    ;      ;        ;                                   ; launch edge time                                                                                                                                                     ;
; 0.362   ; 0.362   ;    ;      ;        ;                                   ; clock path                                                                                                                                                           ;
;   0.362 ;   0.362 ; R  ;      ;        ;                                   ; clock network delay                                                                                                                                                  ;
; 8.594   ; 8.232   ;    ;      ;        ;                                   ; data path                                                                                                                                                            ;
;   0.594 ;   0.232 ;    ; uTco ; 1      ; FF_X73_Y46_N5                     ; FIR:fir_inst|FIR_0002:fir_inst|FIR_0002_ast:FIR_0002_ast_inst|FIR_0002_rtl:hpfircore|lpm_mult:u0_m0_wo0_mtree_mult1_10_im3_component|mult_jau:auto_generated|dffe275 ;
;   0.594 ;   0.000 ; FF ; CELL ; 292    ; FF_X73_Y46_N5                     ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_10_im3_component|auto_generated|dffe275|q                                                        ;
;   0.724 ;   0.130 ;    ; RE   ; 3      ; FF_X73_Y46_N5                     ; CUDA_FF                                                                                                                                                              ;
;   0.840 ;   0.116 ;    ; RE   ; 4      ; LE_BUFFER_X73_Y46_N0_I4           ; LE_BUFFER                                                                                                                                                            ;
;   1.052 ;   0.212 ;    ; RE   ; 2      ; R4_X70_Y46_N0_I21                 ; H_SEG4                                                                                                                                                               ;
;   1.327 ;   0.275 ;    ; RE   ; 2      ; R4_X67_Y46_N0_I27                 ; H_SEG4                                                                                                                                                               ;
;   1.714 ;   0.387 ;    ; RE   ; 8      ; C16_X67_Y47_N0_I0                 ; V_SEG16                                                                                                                                                              ;
;   2.217 ;   0.503 ;    ; RE   ; 8      ; R24_X44_Y62_N0_I0                 ; H_SEG24                                                                                                                                                              ;
;   2.704 ;   0.487 ;    ; RE   ; 3      ; R24_X20_Y62_N0_I0                 ; H_SEG24                                                                                                                                                              ;
;   3.050 ;   0.346 ;    ; RE   ; 1      ; C4_X22_Y63_N0_I1                  ; V_SEG4                                                                                                                                                               ;
;   3.510 ;   0.460 ;    ; RE   ; 2      ; LOCAL_INTERCONNECT_X23_Y64_N0_I16 ; LAB_LINE                                                                                                                                                             ;
;   3.510 ;   0.000 ; FF ; IC   ; 2      ; LCCOMB_X23_Y64_N10                ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_im6_component|auto_generated|op_1~0|dataa                                                     ;
;   3.860 ;   0.350 ; FF ; CELL ; 1      ; LCCOMB_X23_Y64_N10                ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_im6_component|auto_generated|op_1~0|cout                                                      ;
;   3.860 ;   0.000 ;    ; RE   ; 2      ; LCCOMB_X23_Y64_N10                ; CUDA_LCELL_COMB                                                                                                                                                      ;
;   3.860 ;   0.000 ; FF ; IC   ; 2      ; LCCOMB_X23_Y64_N12                ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_im6_component|auto_generated|op_1~2|cin                                                       ;
;   3.926 ;   0.066 ; FR ; CELL ; 1      ; LCCOMB_X23_Y64_N12                ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_im6_component|auto_generated|op_1~2|cout                                                      ;
;   3.926 ;   0.000 ;    ; RE   ; 2      ; LCCOMB_X23_Y64_N12                ; CUDA_LCELL_COMB                                                                                                                                                      ;
;   3.926 ;   0.000 ; RR ; IC   ; 2      ; LCCOMB_X23_Y64_N14                ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_im6_component|auto_generated|op_1~4|cin                                                       ;
;   3.992 ;   0.066 ; RF ; CELL ; 1      ; LCCOMB_X23_Y64_N14                ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_im6_component|auto_generated|op_1~4|cout                                                      ;
;   3.992 ;   0.000 ;    ; RE   ; 2      ; LCCOMB_X23_Y64_N14                ; CUDA_LCELL_COMB                                                                                                                                                      ;
;   3.992 ;   0.000 ; FF ; IC   ; 2      ; LCCOMB_X23_Y64_N16                ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_im6_component|auto_generated|op_1~6|cin                                                       ;
;   4.058 ;   0.066 ; FR ; CELL ; 1      ; LCCOMB_X23_Y64_N16                ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_im6_component|auto_generated|op_1~6|cout                                                      ;
;   4.058 ;   0.000 ;    ; RE   ; 2      ; LCCOMB_X23_Y64_N16                ; CUDA_LCELL_COMB                                                                                                                                                      ;
;   4.058 ;   0.000 ; RR ; IC   ; 2      ; LCCOMB_X23_Y64_N18                ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_im6_component|auto_generated|op_1~8|cin                                                       ;
;   4.124 ;   0.066 ; RF ; CELL ; 1      ; LCCOMB_X23_Y64_N18                ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_im6_component|auto_generated|op_1~8|cout                                                      ;
;   4.124 ;   0.000 ;    ; RE   ; 2      ; LCCOMB_X23_Y64_N18                ; CUDA_LCELL_COMB                                                                                                                                                      ;
;   4.124 ;   0.000 ; FF ; IC   ; 2      ; LCCOMB_X23_Y64_N20                ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_im6_component|auto_generated|op_1~10|cin                                                      ;
;   4.190 ;   0.066 ; FR ; CELL ; 1      ; LCCOMB_X23_Y64_N20                ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_im6_component|auto_generated|op_1~10|cout                                                     ;
;   4.190 ;   0.000 ;    ; RE   ; 2      ; LCCOMB_X23_Y64_N20                ; CUDA_LCELL_COMB                                                                                                                                                      ;
;   4.190 ;   0.000 ; RR ; IC   ; 2      ; LCCOMB_X23_Y64_N22                ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_im6_component|auto_generated|op_1~12|cin                                                      ;
;   4.256 ;   0.066 ; RF ; CELL ; 1      ; LCCOMB_X23_Y64_N22                ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_im6_component|auto_generated|op_1~12|cout                                                     ;
;   4.256 ;   0.000 ;    ; RE   ; 2      ; LCCOMB_X23_Y64_N22                ; CUDA_LCELL_COMB                                                                                                                                                      ;
;   4.256 ;   0.000 ; FF ; IC   ; 2      ; LCCOMB_X23_Y64_N24                ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_im6_component|auto_generated|op_1~14|cin                                                      ;
;   4.322 ;   0.066 ; FR ; CELL ; 1      ; LCCOMB_X23_Y64_N24                ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_im6_component|auto_generated|op_1~14|cout                                                     ;
;   4.322 ;   0.000 ;    ; RE   ; 2      ; LCCOMB_X23_Y64_N24                ; CUDA_LCELL_COMB                                                                                                                                                      ;
;   4.322 ;   0.000 ; RR ; IC   ; 2      ; LCCOMB_X23_Y64_N26                ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_im6_component|auto_generated|op_1~16|cin                                                      ;
;   4.388 ;   0.066 ; RF ; CELL ; 1      ; LCCOMB_X23_Y64_N26                ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_im6_component|auto_generated|op_1~16|cout                                                     ;
;   4.388 ;   0.000 ;    ; RE   ; 2      ; LCCOMB_X23_Y64_N26                ; CUDA_LCELL_COMB                                                                                                                                                      ;
;   4.388 ;   0.000 ; FF ; IC   ; 2      ; LCCOMB_X23_Y64_N28                ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_im6_component|auto_generated|op_1~18|cin                                                      ;
;   4.454 ;   0.066 ; FR ; CELL ; 1      ; LCCOMB_X23_Y64_N28                ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_im6_component|auto_generated|op_1~18|cout                                                     ;
;   4.454 ;   0.000 ;    ; RE   ; 2      ; LCCOMB_X23_Y64_N28                ; CUDA_LCELL_COMB                                                                                                                                                      ;
;   4.454 ;   0.000 ; RR ; IC   ; 2      ; LCCOMB_X23_Y64_N30                ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_im6_component|auto_generated|op_1~20|cin                                                      ;
;   4.520 ;   0.066 ; RF ; CELL ; 1      ; LCCOMB_X23_Y64_N30                ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_im6_component|auto_generated|op_1~20|cout                                                     ;
;   4.520 ;   0.000 ;    ; RE   ; 2      ; LCCOMB_X23_Y64_N30                ; CUDA_LCELL_COMB                                                                                                                                                      ;
;   4.520 ;   0.000 ; FF ; IC   ; 2      ; LCCOMB_X23_Y63_N0                 ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_im6_component|auto_generated|op_1~22|cin                                                      ;
;   4.586 ;   0.066 ; FR ; CELL ; 1      ; LCCOMB_X23_Y63_N0                 ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_im6_component|auto_generated|op_1~22|cout                                                     ;
;   4.586 ;   0.000 ;    ; RE   ; 2      ; LCCOMB_X23_Y63_N0                 ; CUDA_LCELL_COMB                                                                                                                                                      ;
;   4.586 ;   0.000 ; RR ; IC   ; 2      ; LCCOMB_X23_Y63_N2                 ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_im6_component|auto_generated|op_1~24|cin                                                      ;
;   4.652 ;   0.066 ; RF ; CELL ; 1      ; LCCOMB_X23_Y63_N2                 ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_im6_component|auto_generated|op_1~24|cout                                                     ;
;   4.652 ;   0.000 ;    ; RE   ; 2      ; LCCOMB_X23_Y63_N2                 ; CUDA_LCELL_COMB                                                                                                                                                      ;
;   4.652 ;   0.000 ; FF ; IC   ; 2      ; LCCOMB_X23_Y63_N4                 ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_im6_component|auto_generated|op_1~26|cin                                                      ;
;   4.718 ;   0.066 ; FR ; CELL ; 1      ; LCCOMB_X23_Y63_N4                 ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_im6_component|auto_generated|op_1~26|cout                                                     ;
;   4.718 ;   0.000 ;    ; RE   ; 2      ; LCCOMB_X23_Y63_N4                 ; CUDA_LCELL_COMB                                                                                                                                                      ;
;   4.718 ;   0.000 ; RR ; IC   ; 2      ; LCCOMB_X23_Y63_N6                 ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_im6_component|auto_generated|op_1~28|cin                                                      ;
;   4.784 ;   0.066 ; RF ; CELL ; 1      ; LCCOMB_X23_Y63_N6                 ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_im6_component|auto_generated|op_1~28|cout                                                     ;
;   4.784 ;   0.000 ;    ; RE   ; 2      ; LCCOMB_X23_Y63_N6                 ; CUDA_LCELL_COMB                                                                                                                                                      ;
;   4.784 ;   0.000 ; FF ; IC   ; 2      ; LCCOMB_X23_Y63_N8                 ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_im6_component|auto_generated|op_1~30|cin                                                      ;
;   4.850 ;   0.066 ; FR ; CELL ; 1      ; LCCOMB_X23_Y63_N8                 ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_im6_component|auto_generated|op_1~30|cout                                                     ;
;   4.850 ;   0.000 ;    ; RE   ; 2      ; LCCOMB_X23_Y63_N8                 ; CUDA_LCELL_COMB                                                                                                                                                      ;
;   4.850 ;   0.000 ; RR ; IC   ; 2      ; LCCOMB_X23_Y63_N10                ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_im6_component|auto_generated|op_1~32|cin                                                      ;
;   4.916 ;   0.066 ; RF ; CELL ; 1      ; LCCOMB_X23_Y63_N10                ; fir_inst|fir_inst|FIR_0002_ast_inst|hpfircore|u0_m0_wo0_mtree_mult1_35_im6_component|auto_generated|op_1~32|cout                                                     ;
;   4.916 ;   0.000 ;    ; RE   ; 2      ; LCCOMB_X23_Y63_N10                ; CUDA_LCELL_COMB                                                                                                                                                      ;
